ministry_rank,org_code,ministry_or_organisation,registration_count,category_code,parent_category_code,stage,category_name,category_path,level_1_category,level_2_subcategory,level_3_subcategory,level_4_subcategory,level_5_subcategory,level_6_subcategory,level_7_subcategory,is_leaf_category,field_set_id,input_fields_for_ui,destination_routing_codes
1,MOLBR,Labour and Employment,11471,2174,2173,2,Cash Benefit,Cash Benefit,Cash Benefit,,,,,,,No,,,
1,MOLBR,Labour and Employment,11471,2175,2173,2,Medical Benefits,Medical Benefits,Medical Benefits,,,,,,,No,,,
1,MOLBR,Labour and Employment,11471,2176,2173,2,Medical Reimbursement,Medical Reimbursement,Medical Reimbursement,,,,,,,No,,,
1,MOLBR,Labour and Employment,11471,2177,2173,2,"Non-Coverage , Non-compliance, Under Reporting","Non-Coverage , Non-compliance, Under Reporting","Non-Coverage , Non-compliance, Under Reporting",,,,,,,No,,,
1,MOLBR,Labour and Employment,11471,2178,2173,2,Online System Related Issues,Online System Related Issues,Online System Related Issues,,,,,,,No,,,
1,MOLBR,Labour and Employment,11471,2179,2173,2,Recruitment,Recruitment,Recruitment,,,,,,,Yes,,,"MOLBR,PESIC,ESIRT"
1,MOLBR,Labour and Employment,11471,2180,2173,2,Service Matters,Service Matters,Service Matters,,,,,,,No,,,
1,MOLBR,Labour and Employment,11471,2181,2173,2,Suggestions (ESIC),Suggestions (ESIC),Suggestions (ESIC),,,,,,,No,,,
1,MOLBR,Labour and Employment,11471,2182,2173,2,Vigilance related,Vigilance related,Vigilance related,,,,,,,No,,,
1,MOLBR,Labour and Employment,11471,2183,2173,2,Others (ESIC),Others (ESIC),Others (ESIC),,,,,,,Yes,178,RO/ SRO/ Headquarters (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2184,2174,3,Sickness Benefit,Cash Benefit > Sickness Benefit,Cash Benefit,Sickness Benefit,,,,,,No,,,
1,MOLBR,Labour and Employment,11471,2185,2174,3,Maternity Benefit,Cash Benefit > Maternity Benefit,Cash Benefit,Maternity Benefit,,,,,,Yes,176,I.P No. (required; Textbox; AlNum); Name of B.O (required; Textbox; AlNum); Name of RO/ SRO (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2186,2174,3,Disablement benefit,Cash Benefit > Disablement benefit,Cash Benefit,Disablement benefit,,,,,,No,,,
1,MOLBR,Labour and Employment,11471,2187,2174,3,Dependants' Benefit,Cash Benefit > Dependants' Benefit,Cash Benefit,Dependants' Benefit,,,,,,Yes,176,I.P No. (required; Textbox; AlNum); Name of B.O (required; Textbox; AlNum); Name of RO/ SRO (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2188,2174,3,Unemployment Allowance,Cash Benefit > Unemployment Allowance,Cash Benefit,Unemployment Allowance,,,,,,No,,,
1,MOLBR,Labour and Employment,11471,2189,2174,3,Other Benefits,Cash Benefit > Other Benefits,Cash Benefit,Other Benefits,,,,,,No,,,
1,MOLBR,Labour and Employment,11471,2190,2184,4,Extended Sickness Benefit (ESB),Cash Benefit > Sickness Benefit > Extended Sickness Benefit (ESB),Cash Benefit,Sickness Benefit,Extended Sickness Benefit (ESB),,,,,Yes,176,I.P No. (required; Textbox; AlNum); Name of B.O (required; Textbox; AlNum); Name of RO/ SRO (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2191,2184,4,Enhanced Sickness Benefit,Cash Benefit > Sickness Benefit > Enhanced Sickness Benefit,Cash Benefit,Sickness Benefit,Enhanced Sickness Benefit,,,,,Yes,176,I.P No. (required; Textbox; AlNum); Name of B.O (required; Textbox; AlNum); Name of RO/ SRO (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2192,2186,4,Temporary disablement benefit (TDB),Cash Benefit > Disablement benefit > Temporary disablement benefit (TDB),Cash Benefit,Disablement benefit,Temporary disablement benefit (TDB),,,,,Yes,176,I.P No. (required; Textbox; AlNum); Name of B.O (required; Textbox; AlNum); Name of RO/ SRO (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2193,2186,4,Permanent disablement benefit (PDB),Cash Benefit > Disablement benefit > Permanent disablement benefit (PDB),Cash Benefit,Disablement benefit,Permanent disablement benefit (PDB),,,,,Yes,176,I.P No. (required; Textbox; AlNum); Name of B.O (required; Textbox; AlNum); Name of RO/ SRO (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2194,2188,4,Rajiv Gandhi Shramik Kalyan Yojana,Cash Benefit > Unemployment Allowance > Rajiv Gandhi Shramik Kalyan Yojana,Cash Benefit,Unemployment Allowance,Rajiv Gandhi Shramik Kalyan Yojana,,,,,Yes,176,I.P No. (required; Textbox; AlNum); Name of B.O (required; Textbox; AlNum); Name of RO/ SRO (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2195,2188,4,Atal Beemit Vyakti Kalyan Yojna (ABVKY),Cash Benefit > Unemployment Allowance > Atal Beemit Vyakti Kalyan Yojna (ABVKY),Cash Benefit,Unemployment Allowance,Atal Beemit Vyakti Kalyan Yojna (ABVKY),,,,,Yes,176,I.P No. (required; Textbox; AlNum); Name of B.O (required; Textbox; AlNum); Name of RO/ SRO (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2196,2189,4,Funeral Expenses,Cash Benefit > Other Benefits > Funeral Expenses,Cash Benefit,Other Benefits,Funeral Expenses,,,,,Yes,176,I.P No. (required; Textbox; AlNum); Name of B.O (required; Textbox; AlNum); Name of RO/ SRO (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2197,2189,4,Confinement Expenses,Cash Benefit > Other Benefits > Confinement Expenses,Cash Benefit,Other Benefits,Confinement Expenses,,,,,Yes,176,I.P No. (required; Textbox; AlNum); Name of B.O (required; Textbox; AlNum); Name of RO/ SRO (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2198,2175,3,Not providing Treatment,Medical Benefits > Not providing Treatment,Medical Benefits,Not providing Treatment,,,,,,Yes,177,I.P No. (required; Textbox; AlNum); Name of Hospital/ Dispensary (required; Textbox; AlNum),"MOLBR,PESIC,ESIMC"
1,MOLBR,Labour and Employment,11471,2199,2175,3,Not providing Medicine,Medical Benefits > Not providing Medicine,Medical Benefits,Not providing Medicine,,,,,,Yes,177,I.P No. (required; Textbox; AlNum); Name of Hospital/ Dispensary (required; Textbox; AlNum),"MOLBR,PESIC,ESIMC"
1,MOLBR,Labour and Employment,11471,2200,2175,3,Rude Behaviour of Dr. &Staff,Medical Benefits > Rude Behaviour of Dr. &Staff,Medical Benefits,Rude Behaviour of Dr. &Staff,,,,,,Yes,177,I.P No. (required; Textbox; AlNum); Name of Hospital/ Dispensary (required; Textbox; AlNum),"MOLBR,PESIC,ESIMC"
1,MOLBR,Labour and Employment,11471,2201,2175,3,Not avaibility of medical facilities in area,Medical Benefits > Not avaibility of medical facilities in area,Medical Benefits,Not avaibility of medical facilities in area,,,,,,Yes,177,I.P No. (required; Textbox; AlNum); Name of Hospital/ Dispensary (required; Textbox; AlNum),"MOLBR,PESIC,ESIMC"
1,MOLBR,Labour and Employment,11471,2202,2175,3,Benefit to Retired IPs,Medical Benefits > Benefit to Retired IPs,Medical Benefits,Benefit to Retired IPs,,,,,,Yes,177,I.P No. (required; Textbox; AlNum); Name of Hospital/ Dispensary (required; Textbox; AlNum),"MOLBR,PESIC,ESIMC"
1,MOLBR,Labour and Employment,11471,2203,2176,3,Delay in Payment,Medical Reimbursement > Delay in Payment,Medical Reimbursement,Delay in Payment,,,,,,Yes,177,I.P No. (required; Textbox; AlNum); Name of Hospital/ Dispensary (required; Textbox; AlNum),"MOLBR,PESIC,ESIMC"
1,MOLBR,Labour and Employment,11471,2204,2176,3,Not Acceptance of Bill,Medical Reimbursement > Not Acceptance of Bill,Medical Reimbursement,Not Acceptance of Bill,,,,,,Yes,177,I.P No. (required; Textbox; AlNum); Name of Hospital/ Dispensary (required; Textbox; AlNum),"MOLBR,PESIC,ESIMC"
1,MOLBR,Labour and Employment,11471,2205,2176,3,Less Payment,Medical Reimbursement > Less Payment,Medical Reimbursement,Less Payment,,,,,,Yes,177,I.P No. (required; Textbox; AlNum); Name of Hospital/ Dispensary (required; Textbox; AlNum),"MOLBR,PESIC,ESIMC"
1,MOLBR,Labour and Employment,11471,2206,2177,3,ESI contribution deducted but not submitted,"Non-Coverage , Non-compliance, Under Reporting > ESI contribution deducted but not submitted","Non-Coverage , Non-compliance, Under Reporting",ESI contribution deducted but not submitted,,,,,,Yes,176,I.P No. (required; Textbox; AlNum); Name of B.O (required; Textbox; AlNum); Name of RO/ SRO (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2207,2177,3,Revenue matters,"Non-Coverage , Non-compliance, Under Reporting > Revenue matters","Non-Coverage , Non-compliance, Under Reporting",Revenue matters,,,,,,Yes,176,I.P No. (required; Textbox; AlNum); Name of B.O (required; Textbox; AlNum); Name of RO/ SRO (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2208,2177,3,Recovery issues,"Non-Coverage , Non-compliance, Under Reporting > Recovery issues","Non-Coverage , Non-compliance, Under Reporting",Recovery issues,,,,,,Yes,176,I.P No. (required; Textbox; AlNum); Name of B.O (required; Textbox; AlNum); Name of RO/ SRO (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2209,2178,3,Portal Not Working Properly,Online System Related Issues > Portal Not Working Properly,Online System Related Issues,Portal Not Working Properly,,,,,,Yes,,,"MOLBR,PESIC,PGICT"
1,MOLBR,Labour and Employment,11471,2210,2180,3,Transfer Related,Service Matters > Transfer Related,Service Matters,Transfer Related,,,,,,Yes,178,RO/ SRO/ Headquarters (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2211,2180,3,Pension Related,Service Matters > Pension Related,Service Matters,Pension Related,,,,,,Yes,178,RO/ SRO/ Headquarters (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2212,2180,3,Salary Related,Service Matters > Salary Related,Service Matters,Salary Related,,,,,,Yes,178,RO/ SRO/ Headquarters (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2213,2181,3,Improvement of Service,Suggestions (ESIC) > Improvement of Service,Suggestions (ESIC),Improvement of Service,,,,,,Yes,179,Headquarters (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2214,2182,3,Involvement in Bribe,Vigilance related > Involvement in Bribe,Vigilance related,Involvement in Bribe,,,,,,Yes,178,RO/ SRO/ Headquarters (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2215,2182,3,Malpractice dereliction of duty,Vigilance related > Malpractice dereliction of duty,Vigilance related,Malpractice dereliction of duty,,,,,,Yes,178,RO/ SRO/ Headquarters (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2216,2182,3,Harassment,Vigilance related > Harassment,Vigilance related,Harassment,,,,,,Yes,178,RO/ SRO/ Headquarters (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2217,2173,2,"Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work)","Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work)","Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work)",,,,,,,No,,,
1,MOLBR,Labour and Employment,11471,2218,2173,2,Non-Payment of wages Related (Workers getting wages Rs. 24000 or less),Non-Payment of wages Related (Workers getting wages Rs. 24000 or less),Non-Payment of wages Related (Workers getting wages Rs. 24000 or less),,,,,,,No,,,
1,MOLBR,Labour and Employment,11471,2219,2173,2,"Wages less than min. wages (Workers hired to any work skilled or unskilled, manual or clerical)","Wages less than min. wages (Workers hired to any work skilled or unskilled, manual or clerical)","Wages less than min. wages (Workers hired to any work skilled or unskilled, manual or clerical)",,,,,,,No,,,
1,MOLBR,Labour and Employment,11471,2220,2173,2,Non-payment of gratuity (Employees having rendered 5 years of length of service),Non-payment of gratuity (Employees having rendered 5 years of length of service),Non-payment of gratuity (Employees having rendered 5 years of length of service),,,,,,,No,,,
1,MOLBR,Labour and Employment,11471,2221,2173,2,Maternity Benefit Related (Employed women not covered under ESI Act subject to the condition that she has worked at least 80 days in the 12 months immediately preceding the expected date of delivery),Maternity Benefit Related (Employed women not covered under ESI Act subject to the condition that she has worked at least 80 days in the 12 months immediately preceding the expected date of delivery),Maternity Benefit Related (Employed women not covered under ESI Act subject to the condition that she has worked at least 80 days in the 12 months immediately preceding the expected date of delivery),,,,,,,No,,,
1,MOLBR,Labour and Employment,11471,2222,2173,2,Bonus Related (Employees getting wages Rs. 21000 or less subject to the condition that they have worked for more than 30 days),Bonus Related (Employees getting wages Rs. 21000 or less subject to the condition that they have worked for more than 30 days),Bonus Related (Employees getting wages Rs. 21000 or less subject to the condition that they have worked for more than 30 days),,,,,,,No,,,
1,MOLBR,Labour and Employment,11471,2223,2173,2,Violation of terms of employment (Workman through group of workers or by trade union),Violation of terms of employment (Workman through group of workers or by trade union),Violation of terms of employment (Workman through group of workers or by trade union),,,,,,,No,,,
1,MOLBR,Labour and Employment,11471,2224,2173,2,Service matter grievances related to O/o CLC (Officers/ staff working under CLC(C).),Service matter grievances related to O/o CLC (Officers/ staff working under CLC(C).),Service matter grievances related to O/o CLC (Officers/ staff working under CLC(C).),,,,,,,No,,,
1,MOLBR,Labour and Employment,11471,2225,2217,3,Central Government,"Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work) > Central Government","Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work)",Central Government,,,,,,No,,,
1,MOLBR,Labour and Employment,11471,2226,2217,3,State Government,"Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work) > State Government","Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work)",State Government,,,,,,Yes,,,
1,MOLBR,Labour and Employment,11471,2227,2218,3,Central Government,Non-Payment of wages Related (Workers getting wages Rs. 24000 or less) > Central Government,Non-Payment of wages Related (Workers getting wages Rs. 24000 or less),Central Government,,,,,,No,,,
1,MOLBR,Labour and Employment,11471,2228,2218,3,State Government,Non-Payment of wages Related (Workers getting wages Rs. 24000 or less) > State Government,Non-Payment of wages Related (Workers getting wages Rs. 24000 or less),State Government,,,,,,Yes,,,
1,MOLBR,Labour and Employment,11471,2229,2219,3,Central Government,"Wages less than min. wages (Workers hired to any work skilled or unskilled, manual or clerical) > Central Government","Wages less than min. wages (Workers hired to any work skilled or unskilled, manual or clerical)",Central Government,,,,,,No,,,
1,MOLBR,Labour and Employment,11471,2230,2219,3,State Government,"Wages less than min. wages (Workers hired to any work skilled or unskilled, manual or clerical) > State Government","Wages less than min. wages (Workers hired to any work skilled or unskilled, manual or clerical)",State Government,,,,,,Yes,,,
1,MOLBR,Labour and Employment,11471,2231,2220,3,Central Government,Non-payment of gratuity (Employees having rendered 5 years of length of service) > Central Government,Non-payment of gratuity (Employees having rendered 5 years of length of service),Central Government,,,,,,No,,,
1,MOLBR,Labour and Employment,11471,2232,2220,3,State Government,Non-payment of gratuity (Employees having rendered 5 years of length of service) > State Government,Non-payment of gratuity (Employees having rendered 5 years of length of service),State Government,,,,,,Yes,,,
1,MOLBR,Labour and Employment,11471,2233,2221,3,Central Government,Maternity Benefit Related (Employed women not covered under ESI Act subject to the condition that she has worked at least 80 days in the 12 months immediately preceding the expected date of delivery) > Central Government,Maternity Benefit Related (Employed women not covered under ESI Act subject to the condition that she has worked at least 80 days in the 12 months immediately preceding the expected date of delivery),Central Government,,,,,,No,,,
1,MOLBR,Labour and Employment,11471,2234,2221,3,State Government,Maternity Benefit Related (Employed women not covered under ESI Act subject to the condition that she has worked at least 80 days in the 12 months immediately preceding the expected date of delivery) > State Government,Maternity Benefit Related (Employed women not covered under ESI Act subject to the condition that she has worked at least 80 days in the 12 months immediately preceding the expected date of delivery),State Government,,,,,,Yes,,,
1,MOLBR,Labour and Employment,11471,2235,2222,3,Central Government,Bonus Related (Employees getting wages Rs. 21000 or less subject to the condition that they have worked for more than 30 days) > Central Government,Bonus Related (Employees getting wages Rs. 21000 or less subject to the condition that they have worked for more than 30 days),Central Government,,,,,,No,,,
1,MOLBR,Labour and Employment,11471,2236,2222,3,State Government,Bonus Related (Employees getting wages Rs. 21000 or less subject to the condition that they have worked for more than 30 days) > State Government,Bonus Related (Employees getting wages Rs. 21000 or less subject to the condition that they have worked for more than 30 days),State Government,,,,,,Yes,,,
1,MOLBR,Labour and Employment,11471,2237,2223,3,Central Government,Violation of terms of employment (Workman through group of workers or by trade union) > Central Government,Violation of terms of employment (Workman through group of workers or by trade union),Central Government,,,,,,No,,,
1,MOLBR,Labour and Employment,11471,2238,2223,3,State Government,Violation of terms of employment (Workman through group of workers or by trade union) > State Government,Violation of terms of employment (Workman through group of workers or by trade union),State Government,,,,,,Yes,,,
1,MOLBR,Labour and Employment,11471,2239,2224,3,Central Government,Service matter grievances related to O/o CLC (Officers/ staff working under CLC(C).) > Central Government,Service matter grievances related to O/o CLC (Officers/ staff working under CLC(C).),Central Government,,,,,,Yes,180,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2240,2224,3,State Government,Service matter grievances related to O/o CLC (Officers/ staff working under CLC(C).) > State Government,Service matter grievances related to O/o CLC (Officers/ staff working under CLC(C).),State Government,,,,,,Yes,,,
1,MOLBR,Labour and Employment,11471,2241,2225,4,Railways,"Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work) > Central Government > Railways","Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work)",Central Government,Railways,,,,,Yes,180,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2242,2225,4,Controlled industry as notified under ID Act,"Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work) > Central Government > Controlled industry as notified under ID Act","Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work)",Central Government,Controlled industry as notified under ID Act,,,,,Yes,180,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2243,2225,4,Dock Labour Board,"Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work) > Central Government > Dock Labour Board","Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work)",Central Government,Dock Labour Board,,,,,Yes,180,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2244,2225,4,Industrial Finance Corporation of India ltd.,"Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work) > Central Government > Industrial Finance Corporation of India ltd.","Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work)",Central Government,Industrial Finance Corporation of India ltd.,,,,,Yes,180,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2245,2225,4,Employees’ State insurance corporation,"Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work) > Central Government > Employees’ State insurance corporation","Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work)",Central Government,Employees’ State insurance corporation,,,,,Yes,180,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2246,2225,4,Coal mines provident fund,"Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work) > Central Government > Coal mines provident fund","Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work)",Central Government,Coal mines provident fund,,,,,Yes,180,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2247,2225,4,Employees provident fund organization,"Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work) > Central Government > Employees provident fund organization","Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work)",Central Government,Employees provident fund organization,,,,,Yes,180,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2248,2225,4,Life insurance Corporation of India ONGC Ltd.,"Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work) > Central Government > Life insurance Corporation of India ONGC Ltd.","Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work)",Central Government,Life insurance Corporation of India ONGC Ltd.,,,,,Yes,180,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2249,2225,4,Deposit insurance and credit guarantee corporation,"Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work) > Central Government > Deposit insurance and credit guarantee corporation","Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work)",Central Government,Deposit insurance and credit guarantee corporation,,,,,Yes,180,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2250,2225,4,Central ware housing corporation,"Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work) > Central Government > Central ware housing corporation","Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work)",Central Government,Central ware housing corporation,,,,,Yes,180,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2251,2225,4,Unit Trust of India,"Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work) > Central Government > Unit Trust of India","Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work)",Central Government,Unit Trust of India,,,,,Yes,180,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2252,2225,4,Food corporation of India,"Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work) > Central Government > Food corporation of India","Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work)",Central Government,Food corporation of India,,,,,Yes,180,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2253,2225,4,Airport authority of India,"Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work) > Central Government > Airport authority of India","Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work)",Central Government,Airport authority of India,,,,,Yes,180,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2254,2225,4,Regional rural Bank,"Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work) > Central Government > Regional rural Bank","Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work)",Central Government,Regional rural Bank,,,,,Yes,180,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2255,2225,4,Export credit guarantee corporation of India,"Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work) > Central Government > Export credit guarantee corporation of India","Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work)",Central Government,Export credit guarantee corporation of India,,,,,Yes,180,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2256,2225,4,Industrial reconstruction bank of India,"Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work) > Central Government > Industrial reconstruction bank of India","Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work)",Central Government,Industrial reconstruction bank of India,,,,,Yes,180,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2257,2225,4,National Housing Bank,"Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work) > Central Government > National Housing Bank","Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work)",Central Government,National Housing Bank,,,,,Yes,180,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2258,2225,4,Air transport service,"Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work) > Central Government > Air transport service","Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work)",Central Government,Air transport service,,,,,Yes,180,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
