ministry_rank,org_code,ministry_or_organisation,registration_count,category_code,parent_category_code,stage,category_name,category_path,level_1_category,level_2_subcategory,level_3_subcategory,level_4_subcategory,level_5_subcategory,level_6_subcategory,level_7_subcategory,is_leaf_category,field_set_id,input_fields_for_ui,destination_routing_codes
1,MOLBR,Labour and Employment,11471,2306,2235,4,Insurance Company,Bonus Related (Employees getting wages Rs. 21000 or less subject to the condition that they have worked for more than 30 days) > Central Government > Insurance Company,Bonus Related (Employees getting wages Rs. 21000 or less subject to the condition that they have worked for more than 30 days),Central Government,Insurance Company,,,,,Yes,182,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Length of service and period for which bonus is unpaid (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2307,2235,4,Mines,Bonus Related (Employees getting wages Rs. 21000 or less subject to the condition that they have worked for more than 30 days) > Central Government > Mines,Bonus Related (Employees getting wages Rs. 21000 or less subject to the condition that they have worked for more than 30 days),Central Government,Mines,,,,,Yes,182,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Length of service and period for which bonus is unpaid (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2308,2235,4,Oilfield,Bonus Related (Employees getting wages Rs. 21000 or less subject to the condition that they have worked for more than 30 days) > Central Government > Oilfield,Bonus Related (Employees getting wages Rs. 21000 or less subject to the condition that they have worked for more than 30 days),Central Government,Oilfield,,,,,Yes,182,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Length of service and period for which bonus is unpaid (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2309,2235,4,Cantonment Board,Bonus Related (Employees getting wages Rs. 21000 or less subject to the condition that they have worked for more than 30 days) > Central Government > Cantonment Board,Bonus Related (Employees getting wages Rs. 21000 or less subject to the condition that they have worked for more than 30 days),Central Government,Cantonment Board,,,,,Yes,182,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Length of service and period for which bonus is unpaid (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2310,2235,4,Major port,Bonus Related (Employees getting wages Rs. 21000 or less subject to the condition that they have worked for more than 30 days) > Central Government > Major port,Bonus Related (Employees getting wages Rs. 21000 or less subject to the condition that they have worked for more than 30 days),Central Government,Major port,,,,,Yes,182,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Length of service and period for which bonus is unpaid (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2311,2235,4,Central PSUs,Bonus Related (Employees getting wages Rs. 21000 or less subject to the condition that they have worked for more than 30 days) > Central Government > Central PSUs,Bonus Related (Employees getting wages Rs. 21000 or less subject to the condition that they have worked for more than 30 days),Central Government,Central PSUs,,,,,Yes,182,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Length of service and period for which bonus is unpaid (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2312,2235,4,Subsidiary companies of CPUs,Bonus Related (Employees getting wages Rs. 21000 or less subject to the condition that they have worked for more than 30 days) > Central Government > Subsidiary companies of CPUs,Bonus Related (Employees getting wages Rs. 21000 or less subject to the condition that they have worked for more than 30 days),Central Government,Subsidiary companies of CPUs,,,,,Yes,182,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Length of service and period for which bonus is unpaid (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2313,2235,4,Corporation set up under an act of parliament,Bonus Related (Employees getting wages Rs. 21000 or less subject to the condition that they have worked for more than 30 days) > Central Government > Corporation set up under an act of parliament,Bonus Related (Employees getting wages Rs. 21000 or less subject to the condition that they have worked for more than 30 days),Central Government,Corporation set up under an act of parliament,,,,,Yes,182,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Length of service and period for which bonus is unpaid (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2314,2235,4,Autonomous bodies owned or controlled by central govt.,Bonus Related (Employees getting wages Rs. 21000 or less subject to the condition that they have worked for more than 30 days) > Central Government > Autonomous bodies owned or controlled by central govt.,Bonus Related (Employees getting wages Rs. 21000 or less subject to the condition that they have worked for more than 30 days),Central Government,Autonomous bodies owned or controlled by central govt.,,,,,Yes,182,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Length of service and period for which bonus is unpaid (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2315,2235,4,Any company in which central govt. has 51% share,Bonus Related (Employees getting wages Rs. 21000 or less subject to the condition that they have worked for more than 30 days) > Central Government > Any company in which central govt. has 51% share,Bonus Related (Employees getting wages Rs. 21000 or less subject to the condition that they have worked for more than 30 days),Central Government,Any company in which central govt. has 51% share,,,,,Yes,182,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Length of service and period for which bonus is unpaid (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2316,2237,4,"Establishment by or under the authority of central govt. railways,","Violation of terms of employment (Workman through group of workers or by trade union) > Central Government > Establishment by or under the authority of central govt. railways,",Violation of terms of employment (Workman through group of workers or by trade union),Central Government,"Establishment by or under the authority of central govt. railways,",,,,,Yes,183,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2317,2237,4,Dock Labour Board,Violation of terms of employment (Workman through group of workers or by trade union) > Central Government > Dock Labour Board,Violation of terms of employment (Workman through group of workers or by trade union),Central Government,Dock Labour Board,,,,,Yes,183,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2318,2237,4,Industrial Finance Corporation of India ltd.,Violation of terms of employment (Workman through group of workers or by trade union) > Central Government > Industrial Finance Corporation of India ltd.,Violation of terms of employment (Workman through group of workers or by trade union),Central Government,Industrial Finance Corporation of India ltd.,,,,,Yes,183,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2319,2237,4,Employees’ State insurance corporation,Violation of terms of employment (Workman through group of workers or by trade union) > Central Government > Employees’ State insurance corporation,Violation of terms of employment (Workman through group of workers or by trade union),Central Government,Employees’ State insurance corporation,,,,,Yes,183,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2320,2237,4,Coal mines provident fund,Violation of terms of employment (Workman through group of workers or by trade union) > Central Government > Coal mines provident fund,Violation of terms of employment (Workman through group of workers or by trade union),Central Government,Coal mines provident fund,,,,,Yes,183,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2321,2237,4,Employees provident fund organization,Violation of terms of employment (Workman through group of workers or by trade union) > Central Government > Employees provident fund organization,Violation of terms of employment (Workman through group of workers or by trade union),Central Government,Employees provident fund organization,,,,,Yes,183,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2322,2237,4,Life insurance Corporation of India ONGC Ltd.,Violation of terms of employment (Workman through group of workers or by trade union) > Central Government > Life insurance Corporation of India ONGC Ltd.,Violation of terms of employment (Workman through group of workers or by trade union),Central Government,Life insurance Corporation of India ONGC Ltd.,,,,,Yes,183,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2323,2237,4,Deposit insurance and credit guarantee corporation,Violation of terms of employment (Workman through group of workers or by trade union) > Central Government > Deposit insurance and credit guarantee corporation,Violation of terms of employment (Workman through group of workers or by trade union),Central Government,Deposit insurance and credit guarantee corporation,,,,,Yes,183,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2324,2237,4,Central ware housing corporation,Violation of terms of employment (Workman through group of workers or by trade union) > Central Government > Central ware housing corporation,Violation of terms of employment (Workman through group of workers or by trade union),Central Government,Central ware housing corporation,,,,,Yes,183,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2325,2237,4,Unit Trust of India,Violation of terms of employment (Workman through group of workers or by trade union) > Central Government > Unit Trust of India,Violation of terms of employment (Workman through group of workers or by trade union),Central Government,Unit Trust of India,,,,,Yes,183,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2326,2237,4,Food corporation of India,Violation of terms of employment (Workman through group of workers or by trade union) > Central Government > Food corporation of India,Violation of terms of employment (Workman through group of workers or by trade union),Central Government,Food corporation of India,,,,,Yes,183,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2327,2237,4,Airport authority of India,Violation of terms of employment (Workman through group of workers or by trade union) > Central Government > Airport authority of India,Violation of terms of employment (Workman through group of workers or by trade union),Central Government,Airport authority of India,,,,,Yes,183,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2328,2237,4,Regional rural Bank,Violation of terms of employment (Workman through group of workers or by trade union) > Central Government > Regional rural Bank,Violation of terms of employment (Workman through group of workers or by trade union),Central Government,Regional rural Bank,,,,,Yes,183,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2329,2237,4,Export credit guarantee corporation of India,Violation of terms of employment (Workman through group of workers or by trade union) > Central Government > Export credit guarantee corporation of India,Violation of terms of employment (Workman through group of workers or by trade union),Central Government,Export credit guarantee corporation of India,,,,,Yes,183,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2330,2237,4,Industrial reconstruction bank of India,Violation of terms of employment (Workman through group of workers or by trade union) > Central Government > Industrial reconstruction bank of India,Violation of terms of employment (Workman through group of workers or by trade union),Central Government,Industrial reconstruction bank of India,,,,,Yes,183,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2331,2237,4,National Housing Bank,Violation of terms of employment (Workman through group of workers or by trade union) > Central Government > National Housing Bank,Violation of terms of employment (Workman through group of workers or by trade union),Central Government,National Housing Bank,,,,,Yes,183,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2332,2237,4,Air transport service,Violation of terms of employment (Workman through group of workers or by trade union) > Central Government > Air transport service,Violation of terms of employment (Workman through group of workers or by trade union),Central Government,Air transport service,,,,,Yes,183,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2333,2237,4,Banking company,Violation of terms of employment (Workman through group of workers or by trade union) > Central Government > Banking company,Violation of terms of employment (Workman through group of workers or by trade union),Central Government,Banking company,,,,,Yes,183,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2334,2237,4,Insurance company,Violation of terms of employment (Workman through group of workers or by trade union) > Central Government > Insurance company,Violation of terms of employment (Workman through group of workers or by trade union),Central Government,Insurance company,,,,,Yes,183,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2335,2237,4,Mines,Violation of terms of employment (Workman through group of workers or by trade union) > Central Government > Mines,Violation of terms of employment (Workman through group of workers or by trade union),Central Government,Mines,,,,,Yes,183,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2336,2237,4,Oilfield,Violation of terms of employment (Workman through group of workers or by trade union) > Central Government > Oilfield,Violation of terms of employment (Workman through group of workers or by trade union),Central Government,Oilfield,,,,,Yes,183,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2337,2237,4,Cantonment Board,Violation of terms of employment (Workman through group of workers or by trade union) > Central Government > Cantonment Board,Violation of terms of employment (Workman through group of workers or by trade union),Central Government,Cantonment Board,,,,,Yes,183,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2338,2237,4,Major port,Violation of terms of employment (Workman through group of workers or by trade union) > Central Government > Major port,Violation of terms of employment (Workman through group of workers or by trade union),Central Government,Major port,,,,,Yes,183,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2339,2237,4,Central PSUs,Violation of terms of employment (Workman through group of workers or by trade union) > Central Government > Central PSUs,Violation of terms of employment (Workman through group of workers or by trade union),Central Government,Central PSUs,,,,,Yes,183,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2340,2237,4,Subsidiary companies of CPUs,Violation of terms of employment (Workman through group of workers or by trade union) > Central Government > Subsidiary companies of CPUs,Violation of terms of employment (Workman through group of workers or by trade union),Central Government,Subsidiary companies of CPUs,,,,,Yes,183,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2341,2237,4,Corporation set up under an act of parliament,Violation of terms of employment (Workman through group of workers or by trade union) > Central Government > Corporation set up under an act of parliament,Violation of terms of employment (Workman through group of workers or by trade union),Central Government,Corporation set up under an act of parliament,,,,,Yes,183,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2342,2237,4,Any company in which central govt. has 51% share,Violation of terms of employment (Workman through group of workers or by trade union) > Central Government > Any company in which central govt. has 51% share,Violation of terms of employment (Workman through group of workers or by trade union),Central Government,Any company in which central govt. has 51% share,,,,,Yes,183,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2343,2173,2,PF Withdrawal,PF Withdrawal,PF Withdrawal,,,,,,,No,,,
1,MOLBR,Labour and Employment,11471,2344,2173,2,Pension,Pension,Pension,,,,,,,No,,,
1,MOLBR,Labour and Employment,11471,2345,2173,2,Compliance related Issues,Compliance related Issues,Compliance related Issues,,,,,,,No,,,
1,MOLBR,Labour and Employment,11471,2346,2173,2,Employer's grievance,Employer's grievance,Employer's grievance,,,,,,,No,,,
1,MOLBR,Labour and Employment,11471,2347,2173,2,Transfer related issues,Transfer related issues,Transfer related issues,,,,,,,No,,,
1,MOLBR,Labour and Employment,11471,2348,2173,2,Online Claim Application,Online Claim Application,Online Claim Application,,,,,,,No,,,
1,MOLBR,Labour and Employment,11471,2349,2173,2,National Data Center related issues,National Data Center related issues,National Data Center related issues,,,,,,,No,,,
1,MOLBR,Labour and Employment,11471,2350,2173,2,Cheque Returned / Misplaced,Cheque Returned / Misplaced,Cheque Returned / Misplaced,,,,,,,Yes,184,Name and Address of Establishment (required; Textbox; AlNum); UAN No. (optional; Textbox; AlNum); PF Code/ PF Account No. (optional; Textbox; AlNum); PPO No. (optional; Textbox; AlNum); Scheme Certificate Number (optional; Textbox; AlNum); PF Office (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2351,2173,2,HR HQ and HR Field,HR HQ and HR Field,HR HQ and HR Field,,,,,,,Yes,184,Name and Address of Establishment (required; Textbox; AlNum); UAN No. (optional; Textbox; AlNum); PF Code/ PF Account No. (optional; Textbox; AlNum); PPO No. (optional; Textbox; AlNum); Scheme Certificate Number (optional; Textbox; AlNum); PF Office (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2352,2173,2,Finance,Finance,Finance,,,,,,,Yes,184,Name and Address of Establishment (required; Textbox; AlNum); UAN No. (optional; Textbox; AlNum); PF Code/ PF Account No. (optional; Textbox; AlNum); PPO No. (optional; Textbox; AlNum); Scheme Certificate Number (optional; Textbox; AlNum); PF Office (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2353,2173,2,Pension HQ,Pension HQ,Pension HQ,,,,,,,Yes,184,Name and Address of Establishment (required; Textbox; AlNum); UAN No. (optional; Textbox; AlNum); PF Code/ PF Account No. (optional; Textbox; AlNum); PPO No. (optional; Textbox; AlNum); Scheme Certificate Number (optional; Textbox; AlNum); PF Office (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2354,2173,2,Compliance HQ,Compliance HQ,Compliance HQ,,,,,,,Yes,184,Name and Address of Establishment (required; Textbox; AlNum); UAN No. (optional; Textbox; AlNum); PF Code/ PF Account No. (optional; Textbox; AlNum); PPO No. (optional; Textbox; AlNum); Scheme Certificate Number (optional; Textbox; AlNum); PF Office (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2355,2173,2,Exemption,Exemption,Exemption,,,,,,,Yes,184,Name and Address of Establishment (required; Textbox; AlNum); UAN No. (optional; Textbox; AlNum); PF Code/ PF Account No. (optional; Textbox; AlNum); PPO No. (optional; Textbox; AlNum); Scheme Certificate Number (optional; Textbox; AlNum); PF Office (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2356,2173,2,Suggestions (EPFO),Suggestions (EPFO),Suggestions (EPFO),,,,,,,Yes,184,Name and Address of Establishment (required; Textbox; AlNum); UAN No. (optional; Textbox; AlNum); PF Code/ PF Account No. (optional; Textbox; AlNum); PPO No. (optional; Textbox; AlNum); Scheme Certificate Number (optional; Textbox; AlNum); PF Office (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2357,2173,2,Grievance not pertains to EPFO,Grievance not pertains to EPFO,Grievance not pertains to EPFO,,,,,,,Yes,184,Name and Address of Establishment (required; Textbox; AlNum); UAN No. (optional; Textbox; AlNum); PF Code/ PF Account No. (optional; Textbox; AlNum); PPO No. (optional; Textbox; AlNum); Scheme Certificate Number (optional; Textbox; AlNum); PF Office (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2358,2173,2,Others (EPFO),Others (EPFO),Others (EPFO),,,,,,,Yes,184,Name and Address of Establishment (required; Textbox; AlNum); UAN No. (optional; Textbox; AlNum); PF Code/ PF Account No. (optional; Textbox; AlNum); PPO No. (optional; Textbox; AlNum); Scheme Certificate Number (optional; Textbox; AlNum); PF Office (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2359,2343,3,Delay in final settlement/Final PF withdrawal/PF settled but not credited,PF Withdrawal > Delay in final settlement/Final PF withdrawal/PF settled but not credited,PF Withdrawal,Delay in final settlement/Final PF withdrawal/PF settled but not credited,,,,,,Yes,184,Name and Address of Establishment (required; Textbox; AlNum); UAN No. (optional; Textbox; AlNum); PF Code/ PF Account No. (optional; Textbox; AlNum); PPO No. (optional; Textbox; AlNum); Scheme Certificate Number (optional; Textbox; AlNum); PF Office (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2360,2343,3,Final withdrawal after death of member/EDLI claim related issues/PF withdrawal by the widow/family member/legal Heir,PF Withdrawal > Final withdrawal after death of member/EDLI claim related issues/PF withdrawal by the widow/family member/legal Heir,PF Withdrawal,Final withdrawal after death of member/EDLI claim related issues/PF withdrawal by the widow/family member/legal Heir,,,,,,Yes,184,Name and Address of Establishment (required; Textbox; AlNum); UAN No. (optional; Textbox; AlNum); PF Code/ PF Account No. (optional; Textbox; AlNum); PPO No. (optional; Textbox; AlNum); Scheme Certificate Number (optional; Textbox; AlNum); PF Office (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2361,2343,3,Partial withdrawal/Advance,PF Withdrawal > Partial withdrawal/Advance,PF Withdrawal,Partial withdrawal/Advance,,,,,,Yes,184,Name and Address of Establishment (required; Textbox; AlNum); UAN No. (optional; Textbox; AlNum); PF Code/ PF Account No. (optional; Textbox; AlNum); PPO No. (optional; Textbox; AlNum); Scheme Certificate Number (optional; Textbox; AlNum); PF Office (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2362,2343,3,TDS Related issues,PF Withdrawal > TDS Related issues,PF Withdrawal,TDS Related issues,,,,,,Yes,184,Name and Address of Establishment (required; Textbox; AlNum); UAN No. (optional; Textbox; AlNum); PF Code/ PF Account No. (optional; Textbox; AlNum); PPO No. (optional; Textbox; AlNum); Scheme Certificate Number (optional; Textbox; AlNum); PF Office (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2363,2343,3,Erroneous member balance shown in member passbook/Fraudulent withdrawal from PF account,PF Withdrawal > Erroneous member balance shown in member passbook/Fraudulent withdrawal from PF account,PF Withdrawal,Erroneous member balance shown in member passbook/Fraudulent withdrawal from PF account,,,,,,Yes,184,Name and Address of Establishment (required; Textbox; AlNum); UAN No. (optional; Textbox; AlNum); PF Code/ PF Account No. (optional; Textbox; AlNum); PPO No. (optional; Textbox; AlNum); Scheme Certificate Number (optional; Textbox; AlNum); PF Office (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2364,2343,3,Return of settled amount due to mismatch of name and bank account no.,PF Withdrawal > Return of settled amount due to mismatch of name and bank account no.,PF Withdrawal,Return of settled amount due to mismatch of name and bank account no.,,,,,,Yes,184,Name and Address of Establishment (required; Textbox; AlNum); UAN No. (optional; Textbox; AlNum); PF Code/ PF Account No. (optional; Textbox; AlNum); PPO No. (optional; Textbox; AlNum); Scheme Certificate Number (optional; Textbox; AlNum); PF Office (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2365,2343,3,Correction of Member personal details,PF Withdrawal > Correction of Member personal details,PF Withdrawal,Correction of Member personal details,,,,,,Yes,184,Name and Address of Establishment (required; Textbox; AlNum); UAN No. (optional; Textbox; AlNum); PF Code/ PF Account No. (optional; Textbox; AlNum); PPO No. (optional; Textbox; AlNum); Scheme Certificate Number (optional; Textbox; AlNum); PF Office (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2366,2343,3,Issues related to calculation of withdrawal benefit/Employer remitted the PF contributions of member 'X' to member y,PF Withdrawal > Issues related to calculation of withdrawal benefit/Employer remitted the PF contributions of member 'X' to member y,PF Withdrawal,Issues related to calculation of withdrawal benefit/Employer remitted the PF contributions of member 'X' to member y,,,,,,Yes,184,Name and Address of Establishment (required; Textbox; AlNum); UAN No. (optional; Textbox; AlNum); PF Code/ PF Account No. (optional; Textbox; AlNum); PPO No. (optional; Textbox; AlNum); Scheme Certificate Number (optional; Textbox; AlNum); PF Office (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2367,2343,3,Non-credit of previous year annual interest/Non-payment of interest,PF Withdrawal > Non-credit of previous year annual interest/Non-payment of interest,PF Withdrawal,Non-credit of previous year annual interest/Non-payment of interest,,,,,,Yes,184,Name and Address of Establishment (required; Textbox; AlNum); UAN No. (optional; Textbox; AlNum); PF Code/ PF Account No. (optional; Textbox; AlNum); PPO No. (optional; Textbox; AlNum); Scheme Certificate Number (optional; Textbox; AlNum); PF Office (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2368,2343,3,Amount sent to Bank but returned due to mismatch of Name and Account Number,PF Withdrawal > Amount sent to Bank but returned due to mismatch of Name and Account Number,PF Withdrawal,Amount sent to Bank but returned due to mismatch of Name and Account Number,,,,,,Yes,184,Name and Address of Establishment (required; Textbox; AlNum); UAN No. (optional; Textbox; AlNum); PF Code/ PF Account No. (optional; Textbox; AlNum); PPO No. (optional; Textbox; AlNum); Scheme Certificate Number (optional; Textbox; AlNum); PF Office (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2369,2343,3,Others,PF Withdrawal > Others,PF Withdrawal,Others,,,,,,Yes,184,Name and Address of Establishment (required; Textbox; AlNum); UAN No. (optional; Textbox; AlNum); PF Code/ PF Account No. (optional; Textbox; AlNum); PPO No. (optional; Textbox; AlNum); Scheme Certificate Number (optional; Textbox; AlNum); PF Office (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2370,2344,3,Scheme certificate related issues,Pension > Scheme certificate related issues,Pension,Scheme certificate related issues,,,,,,Yes,184,Name and Address of Establishment (required; Textbox; AlNum); UAN No. (optional; Textbox; AlNum); PF Code/ PF Account No. (optional; Textbox; AlNum); PPO No. (optional; Textbox; AlNum); Scheme Certificate Number (optional; Textbox; AlNum); PF Office (required; Dropdown; AlNum),
